Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010
330040705120010;1;7;0;0;7;0;3;2;0;5;0
330040705120011;1;1;0;0;2;0;1;0;0;1;0
330040705130001;1;17;1;1;3;0;16;0;0;6;0
330040705130002;1;16;0;0;15;0;13;0;0;18;0
330040705130003;1;9;0;0;4;0;10;0;0;3;0
330040705130004;1;10;0;0;3;0;9;1;0;5;0
330040705130005;1;11;1;0;4;0;12;2;0;8;0
330040705130006;1;14;1;0;5;0;12;4;0;6;0
330040705130007;1;1;1;0;3;0;1;1;0;2;0
330040705130008;1;16;0;0;3;0;20;1;0;3;0
330040705130009;1;3;0;0;5;0;1;0;0;4;0
330040705130010;1;15;0;0;2;0;22;1;0;6;0
330040705130011;1;20;1;0;18;0;22;2;0;15;0
330040705130012;1;11;1;0;3;0;9;0;0;4;0
330040705130013;1;7;1;0;7;0;9;3;0;7;0
330040705130014;1;10;0;1;11;0;8;0;1;5;0
330040705130015;1;16;5;1;5;0;10;4;0;10;0
330040705130016;1;9;2;0;10;0;14;0;0;6;0
330040705130017;1;4;1;0;7;0;4;1;0;8;0
330040705130019;1;0;0;0;1;0;0;0;0;0;0
330040705130020;1;9;0;0;0;0;10;2;0;0;0
330040705130021;1;15;1;0;7;0;19;0;0;4;0
330040705130023;1;0;0;0;1;0;0;0;0;0;0
330040705130024;1;1;0;0;3;0;4;0;0;4;0
330040705130025;1;6;1;0;0;0;5;0;0;0;0
330040705130026;1;6;0;0;2;0;4;1;0;4;0
330040705130027;1;3;1;0;2;0;1;1;0;0;0
330040705130028;1;6;0;0;3;0;3;1;0;3;0
330040705140001;1;8;0;0;6;0;7;0;0;5;0
330040705140002;1;8;X;X;X;X;X;X;X;X;X
330040705140003;1;11;2;0;6;0;15;0;0;3;0
330040705140004;1;11;0;0;3;0;5;1;0;0;0
330040705140005;1;2;1;0;1;0;6;1;0;2;0
330040705140006;1;13;1;0;8;0;13;1;0;2;0
330040705140007;1;9;1;0;6;0;4;3;0;8;0
330040705140008;1;8;2;0;5;0;9;1;0;8;0
330040705140009;1;4;1;0;3;0;7;1;0;4;0
330040705140010;1;7;1;0;3;0;3;1;0;3;0
330040705140011;1;13;3;0;7;0;12;0;0;9;0
330040705140012;1;5;0;0;2;0;3;0;1;8;0
330040705140014;1;7;0;0;1;0;4;1;0;0;0
330040705140015;1;4;X;X;X;X;X;X;X;X;X
330040705140016;1;13;1;0;3;0;13;1;0;7;0
330040705140017;1;9;0;0;8;0;5;0;0;10;0
330040705140018;1;9;0;0;6;0;11;0;0;5;0
330040705140021;1;1;X;X;X;X;X;X;X;X;X
330040705140022;1;0;X;X;X;X;X;X;X;X;X
330040709000001;1;3;0;0;2;0;3;0;0;2;0
330040709000002;8;15;1;0;8;0;5;4;0;8;0
330040715000001;1;10;1;0;6;0;5;1;0;7;0
330040715000002;1;9;2;0;4;0;5;1;0;9;0
330040715000003;1;2;0;0;2;0;2;2;0;1;0
330040715000004;1;1;0;0;3;0;0;0;0;1;0
330040715000005;8;5;0;0;1;0;1;1;0;3;0
330040715000006;8;0;0;0;1;0;0;0;0;0;0
330040715000007;1;1;0;0;1;0;0;0;0;1;0
330040720000001;1;21;4;0;12;0;26;2;0;16;0
330040720000002;8;7;0;0;3;0;8;2;0;2;0
330040720000003;8;1;0;0;3;0;3;1;0;2;0
330040730000001;1;12;5;0;8;0;8;4;0;10;0
330040730000002;8;2;0;0;4;0;0;0;0;1;0
330040740000001;1;37;2;0;12;0;20;1;0;12;0
330040740000002;8;3;0;0;1;0;1;0;0;0;0
330045605010001;1;3;1;0;4;0;1;1;0;1;0
330045605010002;1;4;1;0;4;0;1;0;0;2;0
330045605010003;1;8;2;0;5;0;11;0;0;12;0
330045605010004;1;4;0;0;7;0;2;0;0;9;0
330045605010005;1;13;3;0;2;0;6;4;0;14;0
330045605010006;1;5;1;0;4;0;8;0;0;5;0
330045605010007;1;6;2;0;13;0;10;3;0;8;0
330045605010008;1;3;3;0;4;0;5;5;0;6;0
330045605010009;1;2;1;0;5;0;2;4;0;6;0
330045605010010;1;6;2;0;7;0;11;5;0;9;0
330045605010011;1;10;0;0;7;0;8;6;0;6;0
330045605010012;1;12;1;0;7;0;11;0;0;5;0
330045605010013;1;9;1;0;8;0;5;2;0;2;0
330045605010014;1;4;1;0;4;0;13;1;0;8;0
330045605010015;1;8;1;1;7;0;4;1;0;10;0
330045605010016;1;8;0;0;13;0;7;3;0;12;0
330045605010017;1;6;2;0;6;0;6;0;0;5;0
330045605010018;1;10;2;0;10;0;3;0;1;9;0
330045605010019;1;12;0;0;12;0;11;0;0;9;0
330045605010020;1;11;1;0;9;0;4;1;0;6;0
330045605010021;1;9;3;0;10;0;13;1;0;8;0
330045605010022;1;3;1;0;8;0;4;3;0;10;0
330045605010023;1;11;3;0;5;0;11;1;0;7;0
330045605010024;1;11;1;0;9;0;4;2;0;9;0
330045605010025;1;10;5;0;7;0;5;2;0;9;0
330045605010026;1;10;2;2;12;0;7;2;0;8;0
330045605010027;1;6;0;0;11;0;10;1;0;11;0
330045605010028;1;10;0;0;4;0;3;0;0;6;0
330045605010029;1;5;1;0;3;0;7;1;0;3;0
330045605010030;1;3;3;0;7;0;13;3;1;17;0
330045605010031;1;18;1;0;20;0;13;3;0;9;0
330045605010032;1;10;5;0;10;0;7;0;0;10;0
330045605010033;1;2;3;0;8;0;5;3;0;7;0
330045605010034;1;7;3;2;10;0;4;0;0;9;0
330045605010035;1;11;2;0;6;0;9;3;0;8;0
330045605010036;1;8;2;1;7;0;10;2;0;11;0
330045605010037;1;2;0;1;8;0;7;0;1;8;0
330045605010038;1;7;0;0;7;0;11;2;0;8;0
330045605010039;1;5;2;1;4;0;2;0;0;5;0
330045605010040;1;9;0;0;4;0;4;0;0;4;0
330045605010041;1;24;1;0;20;0;9;4;0;8;0
330045605010042;1;8;1;0;11;0;3;2;0;12;0
330045605010043;1;14;1;0;6;0;16;5;0;8;0
330045605010044;1;6;1;0;7;0;9;4;0;9;0
330045605010045;1;8;1;0;4;0;6;1;0;3;0
330045605010046;1;4;0;1;11;0;9;2;0;15;0
330045605010047;1;12;8;0;11;0;17;3;0;10;0
330045605010048;1;8;2;1;1;0;7;2;0;15;0
330045605010049;1;10;2;0;15;0;10;1;0;16;0
330045605010050;1;7;3;1;9;0;14;2;0;9;0
330045605010051;1;8;0;0;10;0;8;1;0;9;0
330045605010052;1;20;0;0;13;0;10;0;0;6;0
330045605010053;1;9;2;0;10;0;5;0;0;6;0
330045605010054;1;6;2;1;9;0;14;0;0;2;0
330045605010055;1;4;1;0;9;0;9;2;0;15;0
330045605010056;1;7;0;0;6;0;7;0;0;7;0
330045605010057;1;6;1;0;6;0;7;2;0;9;0
330045605010058;1;2;1;0;4;0;2;0;0;5;0
330045605010059;1;16;1;0;8;0;9;1;1;15;0
330045605010060;1;2;0;1;2;0;5;0;1;5;0
330045605010061;1;5;0;0;4;0;4;2;0;6;0
330045605010062;1;4;4;2;12;0;8;2;0;12;0
330045605010063;1;2;6;0;5;0;0;2;1;13;0
330045605010064;1;8;3;0;11;0;6;2;0;8;0
330045605010065;1;5;2;1;9;0;10;5;1;11;0
330045605010066;1;11;2;0;25;0;13;2;0;14;0
330045605010067;1;9;1;0;13;0;11;1;0;14;0
330045605010068;1;5;2;0;14;0;8;1;0;4;0
330045605010069;1;7;1;0;4;0;4;1;0;2;0
330045605010070;1;2;3;0;7;0;3;2;0;17;0
330045605010071;1;6;2;0;11;0;15;4;0;13;0
330045605010072;1;9;4;1;11;0;10;2;0;8;0
330045605010073;1;10;1;1;15;0;11;1;0;15;0
330045605010074;1;19;5;1;30;0;11;1;1;17;0
330045605010075;1;7;2;1;11;0;7;4;0;10;0
330045605010076;1;13;0;0;1;0;1;0;0;9;0
330045605010077;1;4;2;1;7;0;10;2;1;5;0
330045605010078;1;4;1;0;8;0;4;0;0;2;0
330045605010079;1;11;2;0;6;0;2;1;0;9;0
330045605010080;1;2;1;0;4;0;11;1;0;3;0
330045605010081;1;6;2;0;9;0;5;1;0;13;0
330045605010082;1;6;1;0;3;0;9;0;0;4;0
330045605010083;1;6;0;0;6;0;4;0;0;6;0
330045605010084;1;11;5;0;11;0;8;1;0;6;0
330045605010085;1;9;2;1;5;0;8;3;0;7;0
330045605010086;1;3;2;0;6;0;8;3;2;6;0
330045605010087;1;9;1;0;8;0;5;1;0;7;0
330045605010088;1;10;5;0;14;0;10;4;0;12;0
330045605010089;1;6;1;0;6;0;4;2;0;4;0
330045605010090;1;3;3;0;5;0;6;0;1;9;0
330045605010091;1;8;2;0;16;0;11;3;0;22;0
330045605010092;1;12;2;0;11;0;16;4;0;12;0
330045605010093;1;3;1;0;4;0;2;0;0;8;0
330045605010094;1;11;1;0;15;0;7;1;0;9;0
330045605010095;1;17;1;1;13;0;15;4;0;9;0
330045605010096;1;19;3;1;28;0;19;2;0;28;0
330045605010097;1;9;2;0;11;0;7;2;0;8;0
330045605010098;1;9;4;1;25;0;11;7;1;22;0
330045605010099;1;15;3;0;14;0;6;1;1;7;0
330045605010100;1;9;4;0;14;0;8;1;0;14;0
330045605010101;1;2;0;1;4;0;5;1;0;4;0
330045605010102;1;8;2;0;11;0;18;5;0;15;0
330045605010103;1;11;4;0;18;0;8;3;2;14;0
330045605010104;1;16;1;0;16;0;17;2;0;14;0
330045605010105;1;17;2;0;8;0;13;3;0;9;0
330045605010106;1;8;1;0;9;0;16;3;0;12;0
330045605010107;1;5;0;1;5;0;6;1;0;3;0
330045605010108;1;8;2;0;13;0;6;1;0;15;0
330045605010109;1;10;4;0;8;0;10;0;0;9;0
330045605010110;1;8;3;0;16;0;11;5;0;4;0
330045605010111;1;11;4;0;10;0;15;0;0;12;0
330045605010112;1;17;3;0;7;0;11;4;0;11;0
330045605010113;1;11;1;0;13;0;8;1;0;8;0
330045605010114;1;4;0;0;5;0;2;0;0;4;0
330045605010115;1;6;3;0;21;0;5;2;1;22;0
330045605010116;1;7;4;0;15;0;12;0;0;12;0
330045605010117;1;8;1;0;16;0;15;3;0;13;0
330045605010118;1;19;2;0;12;0;14;3;0;7;0
330045605010119;1;14;4;0;16;0;8;2;0;17;0
330045605010120;1;8;6;0;15;0;13;5;0;18;0
330045605010121;1;7;4;1;19;0;14;5;1;13;0
330045605010122;1;14;1;0;19;0;5;1;0;14;0
330045605010123;1;16;3;0;10;0;5;3;2;9;0
330045605010124;1;10;1;0;12;0;14;2;0;11;0
330045605010125;1;4;0;0;12;0;2;1;0;7;0
330045605010126;1;9;1;0;9;0;12;0;0;6;0
330045605010127;1;8;1;0;7;0;4;1;0;3;0
330045605010128;1;4;0;0;4;0;10;0;0;3;0
330045605010129;1;9;3;0;8;0;3;3;0;12;0
330045605010130;1;16;3;0;16;0;9;3;0;15;0
330045605010131;1;10;1;1;12;0;9;4;0;7;0
330045605010132;1;6;0;0;4;0;3;2;0;5;0
330045605010133;1;9;0;0;12;0;11;0;0;9;0
330045605010134;1;6;0;0;6;0;11;4;0;7;0
330045605010135;1;6;2;0;3;0;11;0;0;7;0
330045605010136;1;2;5;0;3;0;7;0;0;3;0
330045605010137;1;9;0;1;8;0;2;4;0;4;0
330045605010138;1;4;2;0;8;0;9;1;0;6;0
330045605010139;1;3;2;0;5;0;4;4;0;10;0
330045605010140;1;6;0;0;5;0;13;0;0;4;0
330045605010141;1;3;0;0;9;0;4;1;0;4;0
330045605010142;1;9;0;0;17;0;8;0;0;7;0
330045605010143;1;4;1;0;11;0;7;0;0;6;0
330045605010144;1;4;0;0;12;0;2;1;0;16;0
330045605010145;1;3;3;0;7;0;7;1;0;10;0
330045605010146;1;3;0;0;0;0;1;0;0;0;0
330045605010147;1;4;0;0;3;0;10;0;0;3;0
330045605010148;1;1;0;0;5;0;6;0;0;3;0
330045605010149;1;3;2;0;13;0;7;2;0;7;0
330045605010150;1;2;3;0;7;0;4;0;0;4;0
330045605010151;1;10;2;0;8;0;5;2;0;16;0
330045605010152;1;0;3;0;6;0;2;3;0;8;0
330045605010153;1;5;3;0;11;0;3;1;0;4;0
330045605010154;1;10;1;0;16;0;8;2;0;11;0
330045605010155;1;6;1;0;4;0;9;2;0;2;0
330045605010156;1;7;0;1;6;0;4;0;0;2;0
330045605010157;1;4;0;0;2;0;6;2;0;9;0
330045605010158;1;2;2;1;10;0;9;0;1;9;0
330045605010159;1;1;0;1;4;0;8;0;0;5;0
330045605010160;1;16;4;0;10;0;3;3;0;11;0
330045605010161;1;7;3;0;8;0;5;4;0;4;0
330045605010162;1;4;6;0;14;0;5;6;0;9;0
330045605010163;1;6;0;0;2;0;5;0;0;4;0
330045605010164;1;12;10;1;27;0;8;6;0;16;0
330045605010165;1;13;0;0;14;0;13;2;0;18;0
330045605010166;1;11;2;0;20;0;12;3;0;24;0
330045605010167;1;3;0;0;3;0;5;0;0;6;0
330045605010168;1;8;3;0;11;0;13;3;0;10;0
330045605010169;1;7;0;0;11;0;12;1;0;10;0
330045605010170;1;7;3;0;5;0;9;1;0;11;0
330045605010171;1;11;1;0;12;0;15;1;0;11;1
330045605010172;1;13;2;0;8;0;11;3;0;8;0
330045605010173;1;6;0;0;6;0;7;1;0;5;0
330045605010174;1;9;0;0;10;0;4;0;0;1;0
330045605010175;1;7;2;0;3;0;7;4;0;6;0
330045605010176;1;5;1;0;8;0;7;3;0;12;0
330045605010177;1;8;0;0;6;0;9;2;0;18;0
330045605010178;1;9;0;0;8;0;8;1;1;5;0
330045605010179;1;18;4;0;14;0;13;0;0;13;0
330045605010180;1;13;3;1;19;0;13;2;0;11;0
330045605010181;1;8;0;0;12;0;12;2;0;10;0
330045605010182;1;8;0;0;4;0;11;0;0;14;0
330045605010183;1;10;5;0;12;0;10;2;0;8;0
330045605010184;1;12;0;0;16;1;19;2;0;12;0
330045605010185;1;1;1;0;0;0;1;0;0;0;0
330045605010186;1;3;1;0;8;0;6;0;0;3;0
330045605010187;1;5;0;0;15;0;11;4;0;13;0
330045605010188;1;4;2;0;14;0;4;4;1;10;0
330045605010189;1;20;3;0;42;0;22;10;0;33;0
330045605010190;1;4;1;1;3;0;10;1;0;5;0
330045605010191;1;8;2;2;3;0;13;2;0;3;0
330045605020001;1;19;2;1;19;0;15;1;1;13;0
330045605020002;1;4;3;0;31;0;6;3;0;31;0
330045605020003;1;4;1;0;11;0;4;3;0;5;0
330045605020004;1;5;1;1;5;0;6;3;2;8;0
330045605020005;1;9;3;2;16;0;13;2;1;13;0
330045605020006;1;6;1;2;8;0;5;0;0;13;0
330045605020007;1;5;0;0;9;0;10;0;0;3;0
330045605020008;1;9;0;2;24;0;8;2;2;12;0
330045605020009;1;3;0;0;9;0;4;1;0;8;0
330045605020010;1;8;0;0;12;0;5;1;0;7;0
330045605020011;1;6;3;0;15;0;4;2;0;15;0
330045605020012;1;12;1;1;17;0;16;2;0;13;0
330045605020013;1;12;7;0;20;0;11;0;0;26;0
330045605020014;1;19;8;0;35;0;11;8;1;31;0
330045605020015;1;6;6;0;24;0;5;5;0;21;0
330045605020016;1;12;3;3;19;0;16;8;3;19;0
330045605020017;1;11;9;0;30;0;16;8;1;24;0
330045605020018;1;9;4;0;16;0;12;3;0;17;0
330045605020019;1;10;3;0;11;0;12;5;0;15;0
330045605020020;1;5;2;0;8;0;6;2;0;11;0
330045605020021;1;6;11;2;11;0;8;6;2;17;0
330045605020022;1;8;6;1;19;0;6;3;0;17;0
330045605020023;1;8;5;2;13;0;16;7;0;11;0
330045605020024;1;16;6;0;10;0;20;3;0;17;0
330045605020025;1;13;2;0;16;0;5;2;0;10;1
330045605020026;1;19;4;1;17;0;12;5;0;22;0
330045605020027;1;14;5;0;29;0;25;6;0;36;0
330045605020028;1;12;1;0;12;0;9;0;0;12;0
330045605020029;1;28;5;0;30;0;23;2;1;26;0
330045605020030;1;5;1;1;7;0;4;2;0;7;0
330045605020031;1;10;2;0;17;0;6;0;0;7;0
330045605020032;1;10;3;0;7;0;4;3;0;5;0
330045605020033;1;9;0;1;18;0;10;0;0;21;0
330045605020034;1;8;3;0;8;0;10;1;0;10;0
330045605020035;1;4;7;0;10;0;11;2;0;8;0
330045605020036;1;4;2;0;6;0;6;2;0;5;0
330045605020037;1;6;0;0;10;0;7;0;0;8;0
330045605020038;1;3;4;0;24;0;5;2;0;18;0
330045605020039;1;7;0;1;15;0;8;6;0;20;0
330045605020040;1;7;1;1;3;0;4;0;0;3;0
330045605020041;1;9;0;0;13;0;4;0;0;13;0
330045605020042;1;6;2;0;7;0;5;0;1;10;0
330045605020043;1;6;3;0;5;0;5;4;0;11;0
330045605020044;1;11;3;0;19;0;11;0;0;14;0
330045605020045;1;4;3;0;11;0;7;2;1;11;0
330045605020047;1;2;3;0;3;1;3;2;0;3;0
330045605020048;1;7;1;0;9;0;10;1;0;11;0
330045605020049;1;8;3;0;17;0;9;2;1;16;0
330045605020050;1;17;9;0;35;0;22;7;0;33;0
330045605020051;1;5;1;0;5;0;3;1;0;5;0
330045605020052;1;12;5;0;19;0;12;3;0;26;0
330045605020053;1;4;1;0;6;0;3;6;0;21;0
330045605020054;1;7;4;0;26;0;9;0;0;23;0
330045605020055;1;9;2;0;10;0;6;1;1;9;0
330045605020056;1;4;2;0;8;0;5;0;0;4;0
330045605020057;1;12;0;0;10;0;4;1;1;9;0
330045605020058;1;7;0;0;11;0;15;0;0;12;0
330045605020059;1;11;3;0;13;0;18;3;1;15;0
330045605020060;1;12;9;0;33;0;19;9;0;32;0
330045605020061;1;14;7;0;52;0;5;4;0;46;0
330045605020062;1;12;2;0;24;0;12;4;0;21;0
330045605020063;1;6;5;0;27;0;5;10;0;28;0
330045605020064;1;18;2;0;33;0;8;0;0;26;0
330045605020065;1;7;0;0;14;0;8;0;0;6;0
330045605020066;1;6;2;0;17;0;5;1;1;12;0
330045605020067;1;11;8;3;24;0;7;6;1;20;0
330045605020068;1;7;2;0;6;0;15;6;0;10;0
330045605020069;1;13;4;0;13;0;11;6;0;19;0
330045605020070;1;6;1;0;12;0;1;1;0;9;0
330045605020071;1;4;0;0;9;0;5;3;0;4;0
330045605020072;1;6;2;0;11;0;13;1;0;14;0
330045605020073;1;14;6;0;21;0;17;2;0;20;0
330045605020074;1;11;3;1;22;0;13;5;2;28;0
330045605020075;1;10;0;0;14;0;10;3;0;22;0
330045605020076;1;11;0;0;20;0;9;1;0;20;0
330045605020077;1;5;2;0;20;0;7;2;0;11;0
330045605020078;1;9;3;0;14;0;9;6;0;15;0
330045605020079;1;4;5;0;9;0;6;7;0;10;0
330045605020080;1;14;2;0;20;0;6;1;0;18;0
330045605020081;1;5;0;1;18;0;6;2;1;23;0
330045605020082;1;3;3;0;8;0;9;2;0;12;0
330045605020083;1;10;1;0;9;0;13;4;0;8;0
330045605020084;1;9;2;0;17;0;7;2;0;17;0
330045605020085;1;10;3;0;16;0;13;2;0;23;0
330045605020086;1;10;5;0;11;0;13;4;0;12;0
330045605020087;1;10;0;0;16;0;7;1;0;19;0
330045605020088;1;19;7;1;25;0;17;5;1;24;0
330045605020089;1;8;2;0;11;0;4;4;0;16;0
330045605020090;1;17;4;0;27;0;13;3;0;28;0
330045605020091;1;14;3;0;36;0;15;5;0;39;0
330045605020092;1;3;0;0;6;0;3;3;0;4;0
330045605020093;1;5;1;0;13;0;1;1;0;16;0
330045605020094;1;10;1;0;6;0;6;2;0;5;0
330045605020095;1;4;0;0;5;0;3;3;0;4;0
330045605020096;1;5;2;0;10;0;4;1;0;7;0
330045605020097;1;1;4;0;15;0;3;3;1;10;0
330045605020098;1;16;4;0;16;0;18;8;0;7;0
330045605020099;1;14;10;0;16;0;13;3;0;18;0
330045605020100;1;6;2;2;19;0;6;3;0;11;0
330045605020101;1;13;5;0;11;0;7;1;0;13;0
330045605020102;1;16;10;0;23;0;11;10;0;30;0
330045605020103;1;13;2;0;21;0;10;5;0;17;0
330045605020104;1;15;1;0;25;0;13;3;0;22;0
330045605020105;1;7;1;0;10;0;8;0;0;9;0
330045605020106;1;7;1;1;15;0;6;1;0;15;0
330045605020107;1;13;2;0;33;0;25;2;0;30;0
330045605020108;1;0;0;0;0;0;0;0;0;1;0
330045605020109;1;6;3;0;17;0;5;4;0;22;0
330045605020110;1;8;3;0;15;0;10;4;3;11;0
330045605020111;1;7;0;0;5;0;5;7;0;9;0
330045605020112;1;2;3;0;14;0;5;5;1;20;0
330045605020113;1;9;1;0;16;0;7;2;1;7;0
330045605020114;1;15;8;0;34;0;16;6;0;36;0
330045605020115;1;5;5;0;15;0;11;2;0;22;0
330045605020116;1;13;1;0;9;0;7;2;0;9;0
330045605020117;1;9;3;0;19;0;10;4;0;13;0
330045605020118;1;1;2;0;7;0;5;2;0;6;0
330045605020119;1;5;5;0;20;0;4;3;0;26;0
330045605020120;1;9;1;0;17;0;3;3;0;18;0
330045605020121;1;1;6;0;7;0;4;9;0;6;0
330045605020122;1;6;1;1;9;0;4;5;0;12;0
330045605020123;1;5;0;0;7;0;3;2;0;11;0
330045605020124;1;7;0;0;7;0;7;0;0;9;0
330045605020125;1;6;5;0;19;0;8;4;0;18;0
330045605020126;1;6;8;0;9;0;6;3;0;4;0
330045605020127;1;9;9;2;24;0;9;7;0;24;0
330045605020128;1;7;1;0;10;0;11;0;0;9;0
330045605020129;1;8;5;1;14;0;9;5;0;15;0
330045605020130;1;2;1;0;6;0;7;0;1;1;0
330045605020131;1;5;2;0;14;0;5;1;0;14;0
330045605020132;1;8;3;0;31;0;9;2;0;24;0
330045605020133;1;6;1;1;10;0;3;2;0;10;0
330045605020134;1;12;2;1;13;0;5;0;1;10;0
330045605020135;2;4;2;1;3;0;3;2;0;5;0
330045605030001;1;8;1;0;9;0;3;2;0;10;0
330045605030002;1;2;0;1;4;0;10;1;1;6;0
330045605030003;1;6;0;1;7;0;2;0;0;4;0
330045605030004;1;6;0;0;15;0;3;2;0;5;0
330045605030005;1;8;0;0;5;0;10;1;0;5;0
330045605030006;1;3;3;0;7;0;9;4;0;7;0
330045605030007;1;2;0;0;3;0;7;2;0;6;0
330045605030008;1;15;3;0;8;0;7;0;0;15;0
330045605030009;1;8;5;0;17;0;7;2;0;11;0
330045605030010;1;4;2;0;8;0;5;0;0;5;0
330045605030011;1;19;2;0;13;0;12;0;0;19;0
330045605030012;1;13;5;0;35;0;14;6;0;35;0
330045605030013;1;6;3;0;13;0;6;0;0;13;0
330045605030014;1;11;2;0;6;0;7;2;0;6;0
330045605030015;1;4;2;0;9;0;4;0;1;8;0
330045605030016;1;11;4;0;10;0;11;3;0;8;0
330045605030017;1;8;3;0;7;0;5;4;0;10;0
330045605030018;1;11;2;1;14;0;11;1;0;16;0
330045605030019;1;3;2;0;17;0;5;1;0;11;0
330045605030020;1;6;0;0;5;0;4;1;0;5;0
330045605030021;1;4;0;1;10;0;6;0;0;9;0
330045605030022;1;3;2;0;14;0;4;2;0;16;0
330045605030023;1;4;3;0;12;0;11;1;0;11;0
330045605030024;1;7;1;0;6;0;8;2;0;10;0
330045605030025;1;11;1;0;14;0;9;1;0;10;0
330045605030026;1;4;0;0;6;0;8;0;0;11;0
330045605030027;1;14;0;0;8;0;4;1;0;5;0
330045605030028;1;6;2;0;8;0;8;2;0;3;0
330045605030029;1;4;2;0;5;0;4;2;0;7;0
330045605030030;1;5;1;0;11;0;8;1;0;9;0
330045605030031;1;11;0;0;7;0;3;1;0;9;0
330045605030032;1;9;2;0;13;0;7;2;0;18;0
330045605030033;1;15;2;0;10;0;13;1;0;32;0
330045605030034;1;6;2;0;18;0;5;1;0;11;0
330045605030035;1;9;2;0;13;0;7;2;0;14;0
330045605030036;1;13;3;1;22;0;14;3;2;35;0
330045605030037;1;6;1;1;4;0;12;2;0;11;0
330045605030038;1;14;1;0;21;0;18;1;2;10;0
330045605030039;1;10;1;0;14;0;7;3;0;21;0
330045605030040;1;3;2;0;5;0;9;0;0;3;0
330045605030041;1;6;6;0;14;0;1;1;0;22;0
330045605030042;1;8;0;0;1;0;8;1;0;3;0
330045605030043;1;11;1;0;6;0;12;2;0;7;0
330045605030044;1;11;1;0;9;0;5;0;0;3;0
330045605030045;1;5;0;0;11;0;7;2;0;7;0
330045605030046;1;10;6;0;16;0;12;3;1;9;0
330045605030047;1;16;2;0;15;0;4;4;0;11;0
330045605030048;1;5;3;1;6;0;5;0;0;4;0
330045605030049;1;12;5;1;10;0;17;3;1;12;0
330045605030050;1;10;2;0;27;0;15;5;0;10;0
330045605030051;1;1;0;0;3;0;2;0;0;2;0
330045605030052;1;8;2;2;14;0;2;5;0;9;0
330045605030053;1;13;4;1;13;0;9;3;0;13;0
330045605030054;1;8;3;2;11;0;9;5;0;16;0
330045605030055;1;5;1;0;6;0;3;0;0;9;0
330045605030056;1;4;1;1;3;0;4;1;2;13;0
330045605030057;1;17;3;0;26;0;9;7;0;14;0
330045605030058;1;13;3;0;8;0;7;2;0;8;0
330045605030059;1;7;1;0;5;0;2;0;0;8;0
330045605030060;1;3;1;0;7;0;4;0;1;6;0
330045605030061;1;6;5;0;27;0;11;11;0;10;0
330045605030062;1;14;6;2;13;0;9;4;1;20;0
330045605030063;1;6;6;0;16;0;9;6;0;25;0
330045605030064;1;7;0;0;9;0;9;0;0;6;0
330045605030065;1;4;3;0;11;0;6;1;0;5;0
330045605030066;1;8;5;0;29;0;5;1;0;21;0
330045605030067;1;9;3;0;17;0;5;0;0;12;0
330045605030068;1;4;2;0;18;0;4;2;0;19;0
330045605030069;1;8;2;0;14;0;4;4;0;18;0
330045605030070;1;9;5;0;18;0;8;4;0;22;0
330045605030071;1;9;0;0;6;0;9;1;0;8;0
330045605030072;1;11;0;0;18;0;8;3;0;13;0
330045605030073;1;5;1;0;6;0;7;0;1;13;0
330045605030074;1;12;5;2;11;0;11;4;0;8;0
330045605030075;1;8;2;0;8;0;4;1;0;12;0
330045605030076;1;16;4;0;7;0;9;4;0;9;0
330045605030077;1;9;6;0;13;0;6;3;1;7;0
330045605030078;1;9;4;0;14;0;5;4;0;20;0
330045605030079;1;6;4;0;18;0;10;4;0;24;0
330045605030080;1;2;2;0;9;0;3;2;0;9;0
330045605030081;1;5;6;0;25;0;7;2;0;29;0
330045605030082;1;13;3;0;17;0;8;1;1;15;0
330045605030083;1;4;2;0;9;0;9;0;0;6;0
330045605030084;1;8;1;1;13;0;8;1;0;10;0
330045605030085;1;10;1;0;14;0;12;3;0;10;0
330045605030086;1;6;3;0;17;0;5;0;0;15;0
330045605030087;1;14;4;0;13;0;11;3;0;17;0
330045605030088;1;7;0;0;11;0;6;0;0;8;0
330045605030089;1;6;0;0;4;0;4;1;0;3;0
330045605030090;1;12;2;0;17;0;13;0;0;18;0
330045605030091;1;8;2;0;13;0;12;2;0;15;0
330045605030092;1;2;3;0;18;0;7;4;0;11;0
330045605030093;1;6;3;2;10;0;9;1;1;12;0
330045605030094;1;5;11;0;15;0;2;4;0;22;0
330045605030095;1;7;4;0;8;0;7;4;0;10;0
330045605030096;1;11;1;0;24;0;14;2;0;13;0
330045605030097;1;6;8;0;11;0;5;4;0;17;0
330045605030098;1;21;1;0;23;0;10;4;0;22;0
330045605030099;1;11;7;1;28;0;9;10;1;33;0
330045605030100;1;13;2;0;14;0;14;7;0;17;0
330045605030101;1;4;0;0;11;0;9;1;0;14;0
330045605030102;1;9;6;0;17;0;14;2;0;13;0
330045605030103;1;7;3;0;13;0;5;5;0;20;0
330045605030104;1;16;2;0;23;0;9;1;0;19;0
330045605030105;1;11;3;0;13;0;6;2;0;17;0
330045605030106;1;13;3;0;19;0;7;0;0;10;0
330045605030107;1;14;3;1;12;0;7;3;0;16;0
330045605030108;1;8;4;0;11;0;8;3;0;15;0
330045605030109;1;7;9;0;20;0;5;6;0;15;0
330045605030110;1;11;1;0;9;0;11;0;1;10;0
